Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
Penny L Morrill	9	Journal Article	25745067	Science	2015	Methane cycling. Nonequilibrium clumped isotope signals in microbial methane.	Department of Earth Sciences; Memorial University of Newfoundland; St John's; Newfoundland and Labrador A1B 3X5; Canada.
Martin KÃ¶nneke	10	Journal Article	25745067	Science	2015	Methane cycling. Nonequilibrium clumped isotope signals in microbial methane.	MARUM Center for Marine Environmental Sciences and Department of Geosciences; University of Bremen; Bremen D-28359; Germany.
Kyle B Delwiche	11	Journal Article	25745067	Science	2015	Methane cycling. Nonequilibrium clumped isotope signals in microbial methane.	Department of Civil and Environmental Engineering; Massachusetts Institute of Technology; Cambridge; MA 02139; USA.
Eoghan P Reeves	12	Journal Article	25745067	Science	2015	Methane cycling. Nonequilibrium clumped isotope signals in microbial methane.	Department of Earth; Atmospheric and Planetary Sciences; Massachusetts Institute of Technology; Cambridge; MA 02139; USA.
Chelsea N Sutcliffe	13	Journal Article	25745067	Science	2015	Methane cycling. Nonequilibrium clumped isotope signals in microbial methane.	Department of Earth Sciences; University of Toronto; Toronto; Ontario M5S 3B1; Canada.
Daniel J Ritter	14	Journal Article	25745067	Science	2015	Methane cycling. Nonequilibrium clumped isotope signals in microbial methane.	Department of Hydrology and Water Resources; University of Arizona; Tucson; AZ 85721; USA.
Jeffrey S Seewald	15	Journal Article	25745067	Science	2015	Methane cycling. Nonequilibrium clumped isotope signals in microbial methane.	Marine Chemistry and Geochemistry Department; Woods Hole Oceanographic Institution; Woods Hole; MA 02543; USA.
Jennifer C McIntosh	16	Journal Article	25745067	Science	2015	Methane cycling. Nonequilibrium clumped isotope signals in microbial methane.	Department of Hydrology and Water Resources; University of Arizona; Tucson; AZ 85721; USA.
Harold F Hemond	17	Journal Article	25745067	Science	2015	Methane cycling. Nonequilibrium clumped isotope signals in microbial methane.	Department of Civil and Environmental Engineering; Massachusetts Institute of Technology; Cambridge; MA 02139; USA.
Michael D Kubo	18	Journal Article	25745067	Science	2015	Methane cycling. Nonequilibrium clumped isotope signals in microbial methane.	NASA Ames Research Center; Moffett Field; CA 94035; USA.
Dawn Cardace	19	Journal Article	25745067	Science	2015	Methane cycling. Nonequilibrium clumped isotope signals in microbial methane.	Department of Geosciences; University of Rhode Island; Kingston; RI 02881; USA.
Tori M Hoehler	20	Journal Article	25745067	Science	2015	Methane cycling. Nonequilibrium clumped isotope signals in microbial methane.	NASA Ames Research Center; Moffett Field; CA 94035; USA.
Shuhei Ono	Corresponding	Journal Article	25745067	Science	2015	Methane cycling. Nonequilibrium clumped isotope signals in microbial methane.	Department of Earth; Atmospheric and Planetary Sciences; Massachusetts Institute of Technology; Cambridge; MA 02139; USA. sono@mit.edu.
Xue-Bing Wu	First	Journal Article	25719667	Nature	2015	An ultraluminous quasar with a twelve-billion-solar-mass black hole at redshift 6.30.	1] Department of Astronomy; School of Physics; Peking University; Beijing 100871; China [2] Kavli Institute for Astronomy and Astrophysics; Peking University; Beijing 100871; China.
Feige Wang	2	Journal Article	25719667	Nature	2015	An ultraluminous quasar with a twelve-billion-solar-mass black hole at redshift 6.30.	1] Department of Astronomy; School of Physics; Peking University; Beijing 100871; China [2] Kavli Institute for Astronomy and Astrophysics; Peking University; Beijing 100871; China.
Xiaohui Fan	3	Journal Article	25719667	Nature	2015	An ultraluminous quasar with a twelve-billion-solar-mass black hole at redshift 6.30.	1] Kavli Institute for Astronomy and Astrophysics; Peking University; Beijing 100871; China [2] Steward Observatory; University of Arizona; Tucson; Arizona 85721-0065; USA.
Weimin Yi	4	Journal Article	25719667	Nature	2015	An ultraluminous quasar with a twelve-billion-solar-mass black hole at redshift 6.30.	1] Yunnan Observatories; Chinese Academy of Sciences; Kunming 650011; China [2] University of Chinese Academy of Sciences; Beijing 100049; China [3] Key Laboratory for the Structure and Evolution of Celestial Objects; Chinese Academy of Sciences; Kunming 650011; China.
Wenwen Zuo	5	Journal Article	25719667	Nature	2015	An ultraluminous quasar with a twelve-billion-solar-mass black hole at redshift 6.30.	Shanghai Astronomical Observatory; Chinese Academy of Sciences; Shanghai 200030; China.
Fuyan Bian	6	Journal Article	25719667	Nature	2015	An ultraluminous quasar with a twelve-billion-solar-mass black hole at redshift 6.30.	Mount Stromlo Observatory; Research School of Astronomy and Astrophysics; Australian National University; Weston Creek; Australian Capital Territory 2611; Australia.
Linhua Jiang	7	Journal Article	25719667	Nature	2015	An ultraluminous quasar with a twelve-billion-solar-mass black hole at redshift 6.30.	Kavli Institute for Astronomy and Astrophysics; Peking University; Beijing 100871; China.
Ian D McGreer	8	Journal Article	25719667	Nature	2015	An ultraluminous quasar with a twelve-billion-solar-mass black hole at redshift 6.30.	Steward Observatory; University of Arizona; Tucson; Arizona 85721-0065; USA.
Ran Wang	9	Journal Article	25719667	Nature	2015	An ultraluminous quasar with a twelve-billion-solar-mass black hole at redshift 6.30.	Kavli Institute for Astronomy and Astrophysics; Peking University; Beijing 100871; China.
Jinyi Yang	10	Journal Article	25719667	Nature	2015	An ultraluminous quasar with a twelve-billion-solar-mass black hole at redshift 6.30.	1] Department of Astronomy; School of Physics; Peking University; Beijing 100871; China [2] Kavli Institute for Astronomy and Astrophysics; Peking University; Beijing 100871; China.
Qian Yang	11	Journal Article	25719667	Nature	2015	An ultraluminous quasar with a twelve-billion-solar-mass black hole at redshift 6.30.	1] Department of Astronomy; School of Physics; Peking University; Beijing 100871; China [2] Kavli Institute for Astronomy and Astrophysics; Peking University; Beijing 100871; China.
David Thompson	12	Journal Article	25719667	Nature	2015	An ultraluminous quasar with a twelve-billion-solar-mass black hole at redshift 6.30.	Large Binocular Telescope Observatory; University of Arizona; Tucson; Arizona 85721; USA.
Yuri Beletsky	Corresponding	Journal Article	25719667	Nature	2015	An ultraluminous quasar with a twelve-billion-solar-mass black hole at redshift 6.30.	Las Campanas Observatory; Carnegie Institution of Washington; Colina el Pino; Casilla 601; La Serena; Chile.
RenÃ©e A Duckworth	First	Journal Article	25700519	Science	2015	Evolutionary ecology. Cycles of species replacement emerge from locally induced maternal effects on offspring behavior in a passerine bird.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; AZ 85721; USA. rad3@email.arizona.edu.
Virginia Belloni	2	Journal Article	25700519	Science	2015	Evolutionary ecology. Cycles of species replacement emerge from locally induced maternal effects on offspring behavior in a passerine bird.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; AZ 85721; USA. Department of Tropical Medicine; School of Public Health and Tropical Medicine; Tulane University; New Orleans; LA 70112; USA.
Samantha R Anderson	Corresponding	Journal Article	25700519	Science	2015	Evolutionary ecology. Cycles of species replacement emerge from locally induced maternal effects on offspring behavior in a passerine bird.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; AZ 85721; USA.
Kaitlin M Kratter	Corresponding	Journal Article	25673408	Nature	2015	Star formation: Sibling rivalry begins at birth.	Department of Astronomy; University of Arizona; Tucson; Arizona 85721-0065; USA.
F Capaccioni	First	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	Istituto di Astrofisica e Planetologia Spaziali; Istituto Nazionale di Astrofisica (INAF); Rome; Italy. fabrizio.capaccioni@iaps.inaf.it.
A Coradini	2	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	Istituto di Astrofisica e Planetologia Spaziali; Istituto Nazionale di Astrofisica (INAF); Rome; Italy.
G Filacchione	3	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	Istituto di Astrofisica e Planetologia Spaziali; Istituto Nazionale di Astrofisica (INAF); Rome; Italy.
S Erard	4	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	Laboratoire d'Etudes Spatiales et d'Instrumentation en Astrophysique; Observatoire de Paris/CNRS/UniversitÃ© Pierre et Marie Curie[acute accent over last letter in "UniversitÃ©"]/UniversitÃ© Paris-Diderot; Meudon; France.
G Arnold	5	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	Institute for Planetary Research; Deutsches Zentrum fÃ¼r Luft- und Raumfahrt (DLR); Berlin; Germany.
P Drossart	6	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	Laboratoire d'Etudes Spatiales et d'Instrumentation en Astrophysique; Observatoire de Paris/CNRS/UniversitÃ© Pierre et Marie Curie[acute accent over last letter in "UniversitÃ©"]/UniversitÃ© Paris-Diderot; Meudon; France.
M C De Sanctis	7	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	Istituto di Astrofisica e Planetologia Spaziali; Istituto Nazionale di Astrofisica (INAF); Rome; Italy.
D Bockelee-Morvan	8	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	Laboratoire d'Etudes Spatiales et d'Instrumentation en Astrophysique; Observatoire de Paris/CNRS/UniversitÃ© Pierre et Marie Curie[acute accent over last letter in "UniversitÃ©"]/UniversitÃ© Paris-Diderot; Meudon; France.
M T Capria	9	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	Istituto di Astrofisica e Planetologia Spaziali; Istituto Nazionale di Astrofisica (INAF); Rome; Italy.
F Tosi	10	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	Istituto di Astrofisica e Planetologia Spaziali; Istituto Nazionale di Astrofisica (INAF); Rome; Italy.
C Leyrat	11	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	Laboratoire d'Etudes Spatiales et d'Instrumentation en Astrophysique; Observatoire de Paris/CNRS/UniversitÃ© Pierre et Marie Curie[acute accent over last letter in "UniversitÃ©"]/UniversitÃ© Paris-Diderot; Meudon; France.
B Schmitt	12	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	UniversitÃ© Grenoble Alpes; CNRS; Institut de PlanÃ©tologie et d'Astrophysique de Grenoble; Grenoble; France.
E Quirico	13	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	UniversitÃ© Grenoble Alpes; CNRS; Institut de PlanÃ©tologie et d'Astrophysique de Grenoble; Grenoble; France.
P Cerroni	14	Journal Article	25613895	Science	2015	Cometary science. The organic-rich surface of comet 67P/Churyumov-Gerasimenko as seen by VIRTIS/Rosetta.	Istituto di Astrofisica e Planetologia Spaziali; Istituto Nazionale di Astrofisica (INAF); Rome; Italy.
