Name,Author Type,Article Type,Journal,Year,Article title,Author affiliation
Marcelina GarcÃ­a-Aguilar,2,Journal Article,Nature,2014,Non-equivalent contributions of maternal and paternal genomes to early plant embryogenesis.,Laboratorio Nacional de GenÃ³mica para la Biodiversidad (Langebio); Unidad de GenÃ³mica Avanzada; Centro de InvestigaciÃ³n y de Estudios Avanzados del Instituto PolitÃ©cnico Nacional (CINVESTAV-IPN); Irapuato; Guanajuato 36821; MÃ©xico.
C Stewart Gillmor,Corresponding,Journal Article,Nature,2014,Non-equivalent contributions of maternal and paternal genomes to early plant embryogenesis.,Laboratorio Nacional de GenÃ³mica para la Biodiversidad (Langebio); Unidad de GenÃ³mica Avanzada; Centro de InvestigaciÃ³n y de Estudios Avanzados del Instituto PolitÃ©cnico Nacional (CINVESTAV-IPN); Irapuato; Guanajuato 36821; MÃ©xico.
On Sun Lau,First,Journal Article,Science,2014,Direct roles of SPEECHLESS in the specification of stomatal self-renewing cells.,Department of Biology; Stanford University; Stanford; CA 94305; USA.
Kelli A Davies,2,Journal Article,Science,2014,Direct roles of SPEECHLESS in the specification of stomatal self-renewing cells.,Department of Biology; Stanford University; Stanford; CA 94305; USA.
Jessica Chang,3,Journal Article,Science,2014,Direct roles of SPEECHLESS in the specification of stomatal self-renewing cells.,Department of Biology; Stanford University; Stanford; CA 94305; USA.
Jessika Adrian,4,Journal Article,Science,2014,Direct roles of SPEECHLESS in the specification of stomatal self-renewing cells.,Department of Biology; Stanford University; Stanford; CA 94305; USA.
Matthew H Rowe,5,Journal Article,Science,2014,Direct roles of SPEECHLESS in the specification of stomatal self-renewing cells.,Department of Biology; Stanford University; Stanford; CA 94305; USA.
Catherine E Ballenger,6,Journal Article,Science,2014,Direct roles of SPEECHLESS in the specification of stomatal self-renewing cells.,Howard Hughes Medical Institute; Stanford University; Stanford; CA 94305; USA.
Dominique C Bergmann,Corresponding,Journal Article,Science,2014,Direct roles of SPEECHLESS in the specification of stomatal self-renewing cells.,Department of Biology; Stanford University; Stanford; CA 94305; USA. Howard Hughes Medical Institute; Stanford University; Stanford; CA 94305; USA. Carnegie Institution for Science; Stanford; CA 94305; USA. dbergmann@stanford.edu.
Xinping Chen,First,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,1] College of Resources &Environmental Sciences; China Agricultural University; Beijing 100193; China [2].
Zhenling Cui,2,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,1] College of Resources &Environmental Sciences; China Agricultural University; Beijing 100193; China [2].
Mingsheng Fan,3,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; China Agricultural University; Beijing 100193; China.
Peter Vitousek,4,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,Department of Biology; Stanford University; Stanford; California 94305; USA.
Ming Zhao,5,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,Institute of Crop Science; Chinese Academy of Agricultural Sciences; Beijing 100081; China.
Wenqi Ma,6,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; Agricultural University of Hebei; Baoding 071001; China.
Zhenlin Wang,7,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Agronomy; Shandong Agricultural University; Tai'an 271000; China.
Weijian Zhang,8,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,Institute of Crop Science; Chinese Academy of Agricultural Sciences; Beijing 100081; China.
Xiaoyuan Yan,9,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,Institute of Soil Science; Chinese Academy of Sciences; Nanjing 210008; China.
Jianchang Yang,10,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,Key Laboratory of Crop Genetics and Physiology of Jiangsu Province; Yangzhou University; Yangzhou 225009; China.
Xiping Deng,11,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau; Northwest Agriculture and Forestry University; Yangling 712100; China.
Qiang Gao,12,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; Jilin Agricultural University; Changchun 130118; China.
Qiang Zhang,13,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,Institute of Agricultural Environment and Resource; Shanxi Academy of Agricultural Sciences; Taiyuan 030031; China.
Shiwei Guo,14,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; Nanjing Agricultural University; Nanjing 210095; China.
Jun Ren,15,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,Research Center of Agricultural Environment &Resources; Jilin Academy of Agricultural Sciences; Changchun 130033; China.
Shiqing Li,16,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau; Northwest Agriculture and Forestry University; Yangling 712100; China.
Youliang Ye,17,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; Henan Agricultural University; Zhengzhou 450000; China.
Zhaohui Wang,18,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,Northwest Agriculture and Forestry University; Yangling 712100; China.
Jianliang Huang,19,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Plant Science &Technology; Huazhong Agricultural University; Wuhan 430070; China.
Qiyuan Tang,20,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,Crop Physiology; Ecology &Production Center; Hunan Agricultural University; Changsha 410128; China.
Yixiang Sun,21,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,Soil &Fertilizer Research Institute; Anhui Academy of Agricultural Sciences; Hefei 230031; China.
Xianlong Peng,22,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; Northeast Agricultural University; Harbin 150030; China.
Jiwang Zhang,23,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Agronomy; Shandong Agricultural University; Tai'an 271000; China.
Mingrong He,24,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Agronomy; Shandong Agricultural University; Tai'an 271000; China.
Yunji Zhu,25,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; Henan Agricultural University; Zhengzhou 450000; China.
Jiquan Xue,26,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,Northwest Agriculture and Forestry University; Yangling 712100; China.
Guiliang Wang,27,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; China Agricultural University; Beijing 100193; China.
Liang Wu,28,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; China Agricultural University; Beijing 100193; China.
Ning An,29,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; China Agricultural University; Beijing 100193; China.
Liangquan Wu,30,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; China Agricultural University; Beijing 100193; China.
Lin Ma,31,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; China Agricultural University; Beijing 100193; China.
Weifeng Zhang,32,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; China Agricultural University; Beijing 100193; China.
Fusuo Zhang,Corresponding,Journal Article,Nature,2014,Producing more grain with lower environmental costs.,College of Resources &Environmental Sciences; China Agricultural University; Beijing 100193; China.
Fang Yuan,First,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,1] Department of Biology; Duke University; Durham; North Carolina 27708; USA [2] Center on Plant Environmental Sensing; College of Life and Environmental Sciences; Hangzhou Normal University; Hangzhou; Zhejiang 310036; China.
Huimin Yang,2,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,1] Department of Biology; Duke University; Durham; North Carolina 27708; USA [2].
Yan Xue,3,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,1] Department of Biology; Duke University; Durham; North Carolina 27708; USA [2].
Dongdong Kong,4,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,Department of Biology; Duke University; Durham; North Carolina 27708; USA.
Rui Ye,5,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,Department of Biology; Duke University; Durham; North Carolina 27708; USA.
Chijun Li,6,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,Department of Biology; Duke University; Durham; North Carolina 27708; USA.
Jingyuan Zhang,7,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,1] Department of Biology; Duke University; Durham; North Carolina 27708; USA [2] Center on Plant Environmental Sensing; College of Life and Environmental Sciences; Hangzhou Normal University; Hangzhou; Zhejiang 310036; China.
Lynn Theprungsirikul,8,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,Department of Biology; Duke University; Durham; North Carolina 27708; USA.
Tayler Shrift,9,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,Department of Biology; Duke University; Durham; North Carolina 27708; USA.
Bryan Krichilsky,10,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,Department of Biology; Duke University; Durham; North Carolina 27708; USA.
Douglas M Johnson,11,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,Department of Physics; Duke University; Durham; North Carolina 27708; USA.
Gary B Swift,12,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,Department of Physics; Duke University; Durham; North Carolina 27708; USA.
Yikun He,13,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,Department of Biology; Duke University; Durham; North Carolina 27708; USA.
James N Siedow,14,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,Department of Biology; Duke University; Durham; North Carolina 27708; USA.
Zhen-Ming Pei,Corresponding,Journal Article,Nature,2014,OSCA1 mediates osmotic-stress-evoked Ca2+ increases vital for osmosensing in Arabidopsis.,Department of Biology; Duke University; Durham; North Carolina 27708; USA.
Ari Pekka MÃ¤hÃ¶nen,First,Journal Article,Nature,2014,PLETHORA gradient formation mechanism separates auxin responses.,1] Institute of Biotechnology; University of Helsinki; Helsinki 00014; Finland [2] Molecular Genetics; Department of Biology; Utrecht University; Utrecht 3584 CH; the Netherlands [3] Department of Biosciences; University of Helsinki; Helsinki 00014; Finland [4].
Kirsten ten Tusscher,2,Journal Article,Nature,2014,PLETHORA gradient formation mechanism separates auxin responses.,1] Theoretical Biology and Bioinformatics; Utrecht University; Utrecht 3584 CH; the Netherlands [2].
Riccardo Siligato,3,Journal Article,Nature,2014,PLETHORA gradient formation mechanism separates auxin responses.,1] Institute of Biotechnology; University of Helsinki; Helsinki 00014; Finland [2] Department of Biosciences; University of Helsinki; Helsinki 00014; Finland.
